client,round,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
2,1,awake,0.8225789883040078,0.8314569915012004,0.9813946793101277,0.9002252977148375,0.14703430718396593,0.5508326091995237,[[ 3023 22112][ 2068 109083]],3023,22112,2068,109083
2,1,asleep,0.8225789883040078,0.5937929679827146,0.12027053908891984,0.20002646727982534,0.14703430718396593,0.5508326091995237,[[ 109083 2068][ 22112 3023]],109083,2068,22112,3023
2,1,avg,0.8225789883040078,0.7126249797419575,0.5508326091995238,0.5501258824973314,0.14703430718396593,0.5508326091995237,,,,,
