client,round,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
2,10,awake,0.8355370324171228,0.8999287909789888,0.8982285359555919,0.8990778596257406,0.4550625705259336,0.7282668440669147,[[ 14033 11102][ 11312 99839]],14033,11102,11312,99839
2,10,asleep,0.8355370324171228,0.5536792266719274,0.5583051521782375,0.5559825673534072,0.4550625705259336,0.7282668440669147,[[ 99839 11312][ 11102 14033]],99839,11312,11102,14033
2,10,avg,0.8355370324171228,0.7268040088254581,0.7282668440669147,0.7275302134895739,0.4550625705259336,0.7282668440669147,,,,,
