client,round,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
2,11,awake,0.8355517074387685,0.8960749131874705,0.9031047853820479,0.899576115497325,0.4459117536525149,0.7199629755436199,[[ 13493 11642][ 10770 100381]],13493,11642,10770,100381
2,11,asleep,0.8355517074387685,0.5561142480319828,0.536821165705192,0.5462974209482164,0.4459117536525149,0.71996297554362,[[ 100381 10770][ 11642 13493]],100381,10770,11642,13493
2,11,avg,0.8355517074387685,0.7260945806097266,0.7199629755436199,0.7229367682227708,0.4459117536525149,0.7199629755436199,,,,,
