precision;recall;f1-score;support
0.8948412698412699;0.9474789915966386;0.9204081632653062;476.0
0.9475890985324947;0.8950495049504951;0.9205702647657841;505.0
0.9204892966360856;0.9204892966360856;0.9204892966360856;0.9204892966360856
0.9212151841868823;0.9212642482735669;0.9204892140155452;981.0
0.9219948411858861;0.9204892966360856;0.9204916100112199;981.0
