precision;recall;f1-score;support
0.9410569105691057;0.9726890756302521;0.9566115702479339;476.0
0.9734151329243353;0.9425742574257425;0.9577464788732395;505.0
0.9571865443425076;0.9571865443425076;0.9571865443425076;0.9571865443425076
0.9572360217467205;0.9576316665279974;0.9571790245605867;981.0
0.9577143033207784;0.9571865443425076;0.957195799458718;981.0
